datetime,airTemperature,airTemeratureDiff,atmosphericPressure,atmosphericPressureDiff,gustSpeed,gustSpeedDiff,precipitation,relativeHumidity,relativeHumidityDiff,solarRadiation,windSpeed,windSpeedDiff,windDirection,windDirectionDiff,new,current,total,count1,count2,nonNegDigActivity,pademelon,red_necked_wallaby,great_barred_frog,yellow_throated_scrubwren,noisy_pitta
13/10/2023 4:00,26.1,-0.8,100.82,-0.01,4.75,1.18,0,64.5,2.4,,1.6,0.09,354.7,337.6,53,21,74,8853,21739,3,7,8,7,2,7
13/10/2023 5:00,26.3,-0.4,100.76,-0.01,6.15,3.24,0,62.3,1.7,,1.67,0.39,330,296,47,24,71,8857,21748,13,4,1,1,5,0
13/10/2023 6:00,25.4,-0.3,100.74,-0.01,4.07,-4.34,0,64.1,0.3,,1.85,0.17,327.6,-27.7,25,22,47,8859,21758,12,2,4,4,2,0
13/10/2023 7:00,24.5,-0.5,100.79,0,4.84,-2.4,0,67,1.4,,1.6,-0.08,320.2,-5.2,42,14,56,8859,21768,10,3,2,4,0,2
13/10/2023 8:00,23.2,-0.2,100.89,0.02,5.39,1.17,0,70,1,,1.31,-0.27,325.2,6.3,30,6,36,8860,21769,2,3,9,9,8,3
13/10/2023 9:00,22.3,-0.4,100.96,0,2.22,-0.14,0,73.8,1.4,,0.79,-0.03,326.8,-6.6,12,0,12,8862,21770,3,11,10,11,12,2
13/10/2023 10:00,21.4,-0.5,101.04,0.02,2.36,-0.65,0,70.7,0.3,,1.12,0.07,306.9,-21.9,1,0,1,8863,21770,1,13,1,2,12,5
13/10/2023 11:00,19.7,-0.8,101.15,0.03,1.43,0.53,0,80.7,2.8,,0.76,0.32,279.5,86.6,0,0,0,8863,21770,0,9,8,14,1,1
13/10/2023 12:00,19.7,-0.1,101.18,0.01,3.57,0.26,0,84.1,1.5,,1.55,0.38,161.4,-7.7,0,0,0,8863,21770,0,7,5,5,6,12
13/10/2023 13:00,20.2,0.2,101.21,0,3.99,-2.47,0,85,-0.5,,2.11,0.33,170,-1.6,0,0,0,8863,21770,0,8,12,8,11,1
13/10/2023 14:00,20.2,-0.1,101.2,-0.02,5.91,0.48,0,86.1,0.3,,2.63,-0.13,161.9,2.8,0,0,0,8863,21770,0,10,11,13,8,14
13/10/2023 15:00,20.1,0.1,101.17,-0.02,4.96,-0.89,0,86.1,-1,,2.75,-0.14,164.1,2.1,0,0,0,8863,21770,0,2,3,1,6,9
13/10/2023 16:00,19.9,0,101.14,0,5.2,0.1,0,84.5,-0.5,,2.79,0.06,157.8,0.6,0,0,0,8863,21770,0,3,6,14,1,9
13/10/2023 17:00,19.7,-0.1,101.14,0.02,6.17,-0.84,0,83.7,0,,2.87,-0.07,157.7,-3.1,0,0,0,8863,21770,0,14,4,4,1,9
13/10/2023 18:00,19.9,0,101.15,0,5.15,1.54,0,83.7,0.1,,2.62,0.61,154.7,1.2,0,0,0,8863,21770,0,11,7,12,13,6
13/10/2023 19:00,18.8,-0.3,101.2,0.01,4.15,-0.72,0,85.1,0.6,,2.44,0.22,159.2,-1.6,51,6,57,8863,21770,0,2,3,6,0,3
13/10/2023 20:00,19,0.3,101.25,0.02,5.91,1.41,0,83.7,-0.7,,2.51,0.43,158,3.6,14,12,26,8863,21774,4,6,13,8,5,12
13/10/2023 21:00,19.7,0,101.33,0.01,5.83,-0.07,0,82,0.3,,2.67,0.16,158,-2.4,61,37,98,8866,21783,12,6,4,2,4,0
13/10/2023 22:00,21.1,0.2,101.41,0.01,6.04,-0.82,0,77.3,-0.2,,2.44,-0.38,141.8,-13.4,58,75,133,8870,21804,25,0,5,2,5,0
13/10/2023 23:00,22.8,-0.2,101.45,0.01,6.56,1.89,0,73.5,1.5,,1.92,0.04,127.8,14.4,108,109,217,8871,21816,13,6,0,6,0,6
14/10/2023 0:00,23.4,-0.4,101.41,-0.02,6.44,-0.51,0,72.4,1.7,,2.15,0.06,126.9,3.9,128,210,338,8882,21869,39,5,1,6,5,1
14/10/2023 1:00,23.9,-0.5,101.34,-0.02,4.89,-1.56,0,69.6,1.9,,1.94,-0.25,104.5,-30.8,127,151,278,8884,21914,47,3,0,1,1,1
14/10/2023 2:00,25.4,0.2,101.25,-0.01,4.3,-3.29,0,64.9,-0.7,,1.39,-0.26,79.5,-37.3,101,178,279,8889,21948,39,3,0,1,0,3
14/10/2023 3:00,25.3,-1.1,101.15,-0.02,4.12,1.71,0,65.8,3.2,,1.56,0.34,65.2,1.1,43,22,65,8891,21958,12,0,4,1,6,1
14/10/2023 4:00,25,0.1,101.03,-0.02,3.19,0.05,0,70.3,1.3,,1.36,-0.18,62.3,-1.1,53,42,95,8891,21968,10,4,0,6,2,6
14/10/2023 5:00,24.3,-0.3,100.98,-0.02,3.08,0.28,0,73,2.2,,1.5,0.18,62.7,13.5,88,128,216,8897,21987,25,1,6,6,0,5
14/10/2023 6:00,24.8,0.9,100.98,0.01,2.43,-0.56,0,70.6,-3.5,,1.19,-0.24,52.1,2.2,77,78,155,8904,22009,29,3,3,3,3,3
14/10/2023 7:00,23.7,-0.4,101.02,0.02,1.6,-0.24,0,71.8,1.2,,0.87,-0.21,46.3,-4.5,39,11,50,8904,22012,3,7,0,12,9,8
14/10/2023 8:00,22.5,-0.2,101.09,0,1.56,-0.65,0,73.9,1.1,,0.6,-0.22,19.6,-15.5,20,2,22,8904,22012,0,10,9,5,0,2
14/10/2023 9:00,22,-0.2,101.15,0.01,1.36,-0.01,0,77.2,1.7,,0.6,0.08,343.3,328,8,0,8,8904,22012,0,0,5,2,11,2
14/10/2023 10:00,20.7,-0.4,101.22,0.01,2.32,1.19,0,82.2,1.2,,0.57,0.18,331.1,309.7,5,1,6,8904,22012,0,2,14,5,0,8
14/10/2023 11:00,20,-0.3,101.24,0.01,1.22,-0.32,0,84.1,1.3,,0.47,-0.1,0.5,-17.8,0,0,0,8904,22012,0,1,12,1,2,2
14/10/2023 12:00,19.1,-0.2,101.27,-0.01,0.74,0.25,0,85.8,0.2,,0.36,0.1,31.3,-31.6,0,0,0,8904,22012,0,2,14,10,2,14
14/10/2023 13:00,19.3,-0.1,101.25,-0.01,1.55,0.29,0,84.8,-0.2,,0.48,0.01,12,-1,0,0,0,8904,22012,0,3,7,7,14,7
14/10/2023 14:00,19,-0.2,101.23,0,2.89,0.62,0,83.3,0.4,,0.58,-0.07,333,-20.5,3,0,3,8904,22012,0,12,13,1,10,3
14/10/2023 15:00,19.1,0,101.18,-0.01,3.03,1.74,0,79.5,-0.8,,0.72,0.21,312.5,-42.2,4,0,4,8904,22012,0,14,12,2,4,8
14/10/2023 16:00,18.9,0.1,101.15,-0.01,1.7,-0.26,0,79.9,0.2,,0.6,-0.19,301.9,-4.5,0,0,0,8904,22012,0,7,0,10,8,14
14/10/2023 17:00,18.6,-0.4,101.16,0.01,2.36,0.11,0,83.3,1.4,,0.5,-0.13,289.6,-24.6,0,0,0,8904,22012,0,1,11,13,6,2
14/10/2023 18:00,18.5,0.2,101.18,0.01,2.76,-0.63,0,83.9,-0.8,,0.67,0.17,265.5,-1.9,0,0,0,8904,22012,0,0,0,5,1,7
14/10/2023 19:00,17.6,-0.2,101.23,0.02,0.95,-0.07,0,87.4,0.6,,0.33,-0.04,0.6,-306.6,2,0,2,8904,22012,0,9,6,11,0,10
14/10/2023 20:00,18.5,0.7,101.27,0.01,0.83,-0.02,0,86,-2.3,,0.24,0,3.2,-316.9,27,12,39,8906,22016,6,1,2,3,3,0
14/10/2023 21:00,20.2,-0.2,101.35,0.02,2.11,0.09,0,79.1,1.7,,0.72,0.05,286.3,-5.7,82,47,129,8911,22036,25,1,6,5,4,3
14/10/2023 22:00,22.7,-0.1,101.38,0.01,2.08,-0.61,0,67.6,1.5,,0.84,-0.11,242.6,8.7,60,66,126,8920,22048,21,0,2,5,2,0
14/10/2023 23:00,25.3,0.2,101.36,0,2.18,-0.66,0,64.3,4.8,,0.99,0.13,115.2,-145.4,37,70,107,8930,22074,36,3,5,0,1,6
15/10/2023 0:00,26.2,0.7,101.33,-0.01,2.22,0.04,0,63.8,-1.2,,1.12,0.07,43,-9.5,54,62,116,8932,22114,42,3,5,0,3,6
15/10/2023 1:00,26.4,0.7,101.27,-0.02,2.94,-0.3,0,64.5,-1.3,,1.28,0,50.8,19.7,56,63,119,8936,22145,35,4,2,1,5,6
15/10/2023 2:00,25.5,-0.1,101.17,-0.02,2.55,-0.19,0,70.8,1.1,,1.25,-0.02,47.9,0.8,57,57,114,8938,22169,26,4,2,5,1,3
15/10/2023 3:00,26.3,-1.3,101.11,-0.02,4.64,-1.51,0,69.9,5.8,,1.24,-0.17,2.2,-14.2,36,43,79,8939,22186,18,2,0,0,5,5
15/10/2023 4:00,27,-0.8,101.04,-0.02,3.96,-0.39,0,65.3,1.6,,1.26,0.12,13,-2.4,39,31,70,8940,22197,12,3,1,6,0,6
15/10/2023 5:00,27.3,-0.2,100.97,-0.02,3.16,0.45,0,64.4,3.6,,1.12,-0.04,8.2,-16.4,44,27,71,8942,22216,21,2,0,1,5,4
15/10/2023 6:00,26,-0.6,100.97,0,3.3,-0.53,0,69.3,3,,1.09,-0.12,6.9,6.6,39,16,55,8943,22230,15,6,1,1,5,1
15/10/2023 7:00,24.8,-0.6,101.01,0.02,4.36,0.12,0,71.4,1.4,,1.24,0.06,328.2,-17.5,27,8,35,8947,22236,10,2,5,4,5,1
15/10/2023 8:00,23,-0.2,101.11,0.03,3.93,-1.03,0,77,1.2,,1.17,-0.18,317.9,-7.7,3,1,4,8947,22236,0,5,13,7,0,0
15/10/2023 9:00,22.7,-0.1,101.15,0.01,4.79,-0.82,0,79.1,0.9,,1.43,0.23,322.4,-14.5,1,0,1,8947,22236,0,2,9,9,9,7
15/10/2023 10:00,22.5,-0.1,101.19,0.01,3.59,-0.68,0,80.6,0.2,,1.1,-0.27,343.6,30.7,0,0,0,8947,22236,0,10,13,13,7,1
15/10/2023 11:00,22.3,0.1,101.2,0.01,5.51,1.93,0,81.8,-0.3,,1.32,0.3,306.1,-13.5,7,0,7,8947,22236,0,10,0,6,2,6
15/10/2023 12:00,21.8,-0.2,101.18,-0.02,3.02,-0.45,0,83.2,0.6,,0.97,-0.22,317.6,-14,0,0,0,8947,22236,0,1,9,6,9,11
15/10/2023 13:00,20.9,-0.2,101.17,0,3.05,-0.7,0,82.5,-0.4,,1.04,-0.12,332.4,3.2,0,0,0,8947,22236,0,2,4,3,2,13
15/10/2023 14:00,20.1,-0.2,101.13,-0.02,2.98,-0.19,0,84,0.3,,0.97,-0.02,314.9,-3.9,0,0,0,8947,22236,0,10,5,2,14,9
15/10/2023 15:00,20,0.1,101.11,-0.02,5.41,1.33,0,84,0,,1.39,0.22,295.3,-13.6,0,0,0,8947,22236,0,11,9,9,4,13
15/10/2023 16:00,19.7,0.1,101.06,-0.01,2.7,-0.56,0,84.1,-0.7,,0.99,0.1,341,2.8,0,0,0,8947,22236,0,0,4,13,6,12
15/10/2023 17:00,19.7,0,101.03,0,3.56,-0.01,0,84,0.1,,1.19,0.18,318.6,6.7,0,0,0,8947,22236,0,4,9,0,11,9
15/10/2023 18:00,19.4,0,101.07,0.01,3.75,-0.38,0,85.2,0.1,,0.95,-0.11,340.4,23.4,0,0,0,8947,22236,0,11,0,0,13,8
15/10/2023 19:00,19.3,0.1,101.14,0.01,3.42,0.96,0,85.7,-0.9,,0.86,-0.03,2.7,-313,2,0,2,8948,22236,1,1,4,3,12,12
15/10/2023 20:00,20.1,0.3,101.13,0,6.27,2.41,0,84.1,-1.2,,1.4,0.12,306.3,-6.2,33,16,49,8952,22243,11,3,0,5,6,1
15/10/2023 21:00,22,0.4,101.15,0.02,4.77,0.06,0,79.7,-0.5,,1.4,-0.11,298.6,7.3,25,16,41,8957,22249,11,5,4,6,6,2
15/10/2023 22:00,23.8,0.3,101.15,-0.01,4.33,-0.55,0,71.5,-0.2,,1.51,-0.17,282.9,-13.3,23,20,43,8959,22251,4,1,6,14,6,14
15/10/2023 23:00,26.1,1.1,101.11,-0.01,4.99,-1.41,0,62.7,-2.8,,1.42,-0.25,274.1,-14,67,99,166,8960,22255,5,3,3,13,14,2
16/10/2023 0:00,27,0,101.07,-0.02,3.73,-2.17,0,58.6,-0.3,,1.43,-0.05,287.7,12.5,21,29,50,8960,22258,3,7,6,11,5,2
16/10/2023 1:00,26.8,0.1,100.99,-0.03,4.83,-1.21,0,64.5,0,,1.54,-0.08,16.9,-330.2,21,22,43,8960,22260,2,13,12,3,14,6
16/10/2023 2:00,25.8,0,100.92,0,3.63,-2.9,0,70.8,0.6,,1.45,-0.15,25.4,-15.7,38,37,75,8960,22261,1,4,11,0,2,9
16/10/2023 3:00,26.1,0.2,100.83,-0.02,8.85,1.92,0,68.8,-0.9,,2.02,0.31,16.6,-337.5,17,17,34,8960,22262,1,0,1,2,7,3
16/10/2023 4:00,26.7,0.9,100.71,-0.02,6.9,0.92,0,65.2,-3.5,,1.83,-0.06,359.5,349.4,17,18,35,8962,22266,6,1,6,3,2,2
16/10/2023 5:00,26.2,0.5,100.62,-0.01,5.67,-2.78,0,66.6,0.1,,2.04,0.15,338.1,-4,30,32,62,8964,22270,6,5,3,1,4,6
16/10/2023 6:00,25.1,-0.3,100.58,-0.01,5.72,0.93,0,70.7,2.7,,2.09,0.5,328.9,314.1,20,16,36,8967,22276,9,3,1,3,0,0
16/10/2023 7:00,24.3,0.1,100.55,0.01,6.79,2.36,0,70.1,-1.3,,1.77,-0.1,336.9,4.2,30,17,47,8969,22280,6,6,2,3,5,6
16/10/2023 8:00,23.5,-0.6,100.84,0.11,3.79,-0.93,1.53,75.5,5,,1.09,-0.38,232.1,-60.7,4,2,6,8970,22281,2,0,10,7,1,11
16/10/2023 9:00,22,0.3,100.72,-0.03,3.1,0.95,0,83.8,-1.4,,1.11,0.19,355.7,334.2,4,1,5,8970,22281,0,7,9,11,2,10
16/10/2023 10:00,21.9,-0.2,100.76,0,2.78,-2.51,0,81.8,0.3,,1.1,-0.56,326.4,4.8,0,0,0,8970,22281,0,4,9,13,3,3
16/10/2023 11:00,21.7,-0.3,100.78,0,3.9,0.29,0,78.8,0.3,,1.04,-0.15,340.4,4.1,0,0,0,8970,22281,0,4,3,8,5,11
16/10/2023 12:00,21.9,0.6,100.82,0.01,2.88,0.59,0,74,-3.9,,0.91,0.15,292.6,-30.4,0,0,0,8970,22281,0,0,13,1,12,5
16/10/2023 13:00,21.2,-0.4,100.88,0.01,1.94,-1.51,0,75.4,1,,0.69,-0.44,294,16.7,0,0,0,8970,22281,0,7,0,10,1,5
16/10/2023 14:00,21,0,100.89,0,2.22,-1.75,0,75.2,0.3,,1.17,0.25,294.3,-10.1,0,0,0,8970,22281,0,8,6,9,3,11
16/10/2023 15:00,21,0.3,100.89,0,1.5,-0.06,0,74.5,-1.5,,0.81,0.21,302.7,-26.4,0,0,0,8970,22281,0,5,12,3,9,11
16/10/2023 16:00,20.6,-1.5,100.99,0.1,5.9,4.22,0,75.5,13,,1.79,1.07,130.9,-24.6,0,0,0,8970,22281,0,0,3,3,7,8
16/10/2023 17:00,20.7,-0.3,101.08,0.02,5.26,-1.77,0,79.9,-0.1,,2.09,0.05,98.9,7.2,0,0,0,8970,22281,0,8,1,12,12,13
16/10/2023 18:00,20.6,0,101.19,0.02,7.85,2.22,0,76,-1.5,,2.46,0.49,121.4,11.2,0,0,0,8970,22281,0,7,5,5,8,11
16/10/2023 19:00,19.7,-0.5,101.31,0.02,6.7,-2.31,0,75.1,0.3,,2.78,0.55,144.8,10.1,9,0,9,8972,22285,6,0,2,0,4,5
16/10/2023 20:00,19.5,0.1,101.39,0.03,7,0.54,0,73.4,-1.1,,2.69,-0.07,147.6,5.7,18,11,29,8979,22293,15,4,4,2,6,2
16/10/2023 21:00,20.3,0.3,101.42,-0.01,11.41,5.64,0,70.6,-0.5,,2.68,0.35,137.8,3.5,41,31,72,8986,22302,16,1,1,1,1,5
16/10/2023 22:00,22.2,1.3,101.48,0.01,6.35,-1.01,0,65,-3.2,,2.13,-0.3,126.1,10.5,36,26,62,8988,22307,7,0,2,2,4,0
16/10/2023 23:00,20.8,-0.8,101.52,0.01,7.73,-0.47,0,69.1,3.3,,2.34,-0.18,129.2,2.8,48,44,92,8989,22311,5,12,6,11,3,7
17/10/2023 0:00,22,0.6,101.57,-0.02,8.5,-2.06,0,64.5,-2.8,,2.27,-0.28,120.8,-1.8,18,27,45,8989,22317,6,3,5,4,2,5
17/10/2023 1:00,23.7,0.9,101.54,-0.01,5.05,-0.77,0,57.3,-2.4,,1.93,-0.35,110.5,-3.5,57,55,112,8989,22320,3,3,10,1,10,0
17/10/2023 2:00,23.2,0.3,101.51,0,6.17,-1.89,0,57.8,-0.1,,1.8,-0.09,78.4,-25.2,66,56,122,8989,22320,0,1,6,4,10,5
17/10/2023 3:00,23.2,1,101.5,0,4.81,0.68,0,55.2,-4.2,,1.8,-0.15,76.6,13.3,24,28,52,8989,22322,2,9,3,4,0,5
17/10/2023 4:00,23.3,0.5,101.47,0.01,4.29,0.51,0,52.7,-1.1,,1.88,0.03,72.9,-9.7,17,20,37,8990,22323,2,0,9,8,8,13
17/10/2023 5:00,23.4,0.7,101.48,0.01,4.57,0.22,0,48.6,-2.8,,1.99,-0.08,62.8,-4.5,45,21,66,8992,22329,8,4,3,5,3,5
17/10/2023 6:00,22.3,-0.1,101.54,0.02,3.66,-3.23,0,50,-2.8,,1.86,-0.2,80.4,10.9,58,52,110,8995,22343,17,6,6,0,3,6
17/10/2023 7:00,21.2,-0.4,101.62,0.02,4.78,0.41,0,55,0.9,,1.94,-0.03,65.7,-12.1,27,29,56,9002,22349,13,4,5,0,4,2
17/10/2023 8:00,20.4,-0.1,101.7,0,4.31,1.09,0,63.7,1.5,,1.71,-0.14,74.8,7.7,22,1,23,9002,22351,2,1,14,4,2,6
17/10/2023 9:00,20.6,0.1,101.77,0.03,4.62,0.41,0,65.9,2.2,,1.94,-0.15,79.6,10,46,10,56,9002,22351,0,0,7,14,9,3
17/10/2023 10:00,20.6,0,101.86,0.02,7.9,1.85,0,66.5,-0.4,,2.05,0.02,86.5,0.2,23,13,36,9002,22351,0,13,7,14,7,5
17/10/2023 11:00,20.7,0,101.9,0.03,4.52,0.23,0,64.4,-1.8,,2.1,0.08,93.1,10.8,4,1,5,9002,22351,0,4,4,7,0,13
17/10/2023 12:00,20.5,0.1,101.9,-0.01,4.52,-0.6,0,67.8,1.3,,2.01,0.15,96.6,9.1,0,0,0,9002,22351,0,9,9,6,1,2
17/10/2023 13:00,19.7,-0.6,101.91,0,5.22,0.57,0,71.1,3,,2.24,0.4,120.7,35.1,0,0,0,9002,22351,0,14,5,13,9,8
17/10/2023 14:00,19.9,0.1,101.89,-0.01,5.85,1.62,0,67.9,-0.6,,2.02,0.17,92.1,-8.6,0,0,0,9002,22351,0,0,11,3,0,9
17/10/2023 15:00,19.6,0,101.85,-0.02,8.76,2.14,0,72.4,0.5,,2.23,-0.23,123.4,2.6,0,0,0,9002,22351,0,12,3,0,12,11
17/10/2023 16:00,18.2,-0.3,101.82,-0.01,7.11,0.31,0.017,79.2,0.7,,2.55,0.9,125.9,35.4,0,0,0,9002,22351,0,13,13,14,1,7
17/10/2023 17:00,18.7,0.3,101.82,0.01,5.56,-0.99,0.017,74.1,-2.2,,2.13,-0.32,128.9,-5.8,0,0,0,9002,22351,0,4,0,10,12,8
17/10/2023 18:00,17.9,0.2,101.86,0.01,4.17,1.19,0.238,76.9,-4.3,,1.93,0.74,137.2,45,0,0,0,9002,22351,0,10,7,0,1,6
17/10/2023 19:00,17.8,0.5,101.91,0.01,4.18,-0.34,0,77.9,-2.4,,1.47,-0.16,129.8,-4.5,38,0,38,9002,22351,0,13,4,13,11,5
17/10/2023 20:00,17.7,0.3,101.95,0.01,4.81,-0.65,0,73.1,-1,,2.6,0.06,156.5,6.5,28,13,41,9004,22360,11,5,1,4,3,0
17/10/2023 21:00,18.1,-0.2,101.96,0.01,5.28,-2.08,0,71.4,0.6,,2.67,-0.29,144.4,-6.7,46,24,70,9004,22362,2,14,11,4,9,14
17/10/2023 22:00,19.8,0.2,102.01,0.01,8.38,0.09,0,68.2,-0.1,,3.1,0.13,144.2,6.1,16,16,32,9005,22365,4,0,14,5,3,5
17/10/2023 23:00,19.5,0.2,102.03,0,7.03,0.14,0,72,-0.3,,2.23,-0.08,114.2,-13.4,22,18,40,9007,22365,2,10,3,8,8,10
18/10/2023 0:00,21,-0.1,102,-0.01,7.29,-2.36,0,68.5,0.7,,2.21,-0.48,118.3,-7.8,16,30,46,9008,22368,4,0,14,6,1,1
18/10/2023 1:00,23,1.2,101.94,-0.01,5.44,-1.82,0,59.5,-4.1,,2.35,-0.27,113.1,-3.2,12,15,27,9012,22379,15,2,0,2,1,0
18/10/2023 2:00,22.5,-0.3,101.9,-0.01,6.65,1.83,0,61.8,0.5,,2.17,0.11,114,23.2,16,19,35,9015,22387,11,2,5,5,0,1
18/10/2023 3:00,23.3,0.6,101.85,-0.01,5.04,-1.37,0,62.6,0.1,,1.71,-0.41,79.7,-8.7,36,41,77,9015,22389,2,11,0,11,6,11
18/10/2023 4:00,21.8,0,101.77,-0.03,4.05,0.04,0,65.8,-2,,1.99,-0.04,91,18.5,4,12,16,9015,22394,5,7,4,13,14,0
18/10/2023 5:00,21.6,-0.4,101.74,-0.03,4.14,-0.44,0,64.3,-0.8,,1.99,0.24,62,-21,15,14,29,9017,22398,6,1,3,2,0,1
18/10/2023 6:00,20.5,-0.5,101.77,0.03,4.84,-0.32,0,66.4,1.7,,1.98,0.15,87.1,6.1,41,31,72,9019,22408,12,6,2,6,3,1
18/10/2023 7:00,20.1,0.1,101.79,0.03,4.7,-0.39,0,67,0.9,,2.03,0.03,96,21.2,47,16,63,9019,22411,3,1,2,8,11,13
18/10/2023 8:00,19.5,0,101.86,0.01,8.91,2.4,0,67.5,-1,,1.96,0.07,91.1,4,10,2,12,9020,22413,3,0,13,3,12,9
18/10/2023 9:00,19.3,-0.2,101.88,-0.01,2.95,-0.38,0,69.3,-0.3,,1.53,-0.13,74.2,-6.7,2,0,2,9020,22413,0,13,13,3,13,11
18/10/2023 10:00,19.3,0.1,101.9,-0.01,6.7,-0.48,0,68.5,-0.7,,1.98,0.2,110.6,11.7,4,0,4,9020,22413,0,11,10,11,10,14
18/10/2023 11:00,19,-0.3,101.91,0,4.63,-0.74,0,70.1,0.3,,1.64,0.02,89,-3.7,1,0,1,9020,22413,0,14,8,5,13,3
18/10/2023 12:00,19,0,101.94,0,2.64,-0.67,0,70.2,-0.2,,1.22,-0.19,80.2,-14.4,1,0,1,9020,22413,0,14,6,14,13,7
18/10/2023 13:00,19.3,0,101.9,-0.01,5.28,1.49,0,70.3,1.2,,2.02,0.46,120.9,22.6,0,0,0,9020,22413,0,8,13,5,6,4
18/10/2023 14:00,18.9,0.1,101.84,-0.02,5.26,-0.69,0,72.9,0,,1.57,-1,118.4,-25.7,0,0,0,9020,22413,0,11,6,1,6,14
18/10/2023 15:00,16.2,-0.8,101.79,-0.01,4.98,0.54,0.017,80.9,4.3,,2.11,-0.11,152.7,-4.1,0,0,0,9020,22413,0,7,4,1,12,9
18/10/2023 16:00,16.3,-0.2,101.75,-0.01,3.21,0.34,0.051,79.9,0.4,,1.45,-0.24,162.8,6.1,0,0,0,9020,22413,0,4,2,2,2,4
18/10/2023 17:00,16.5,0.3,101.73,-0.01,2.82,-2.51,0.476,76.6,-3.2,,1.43,-0.57,149.4,-10.9,0,0,0,9020,22413,0,1,11,13,14,12
18/10/2023 18:00,15.9,0.2,101.71,0,2.44,-0.53,0.017,81,-0.2,,0.82,-0.37,173.2,10.1,0,0,0,9020,22413,0,14,9,11,12,3
18/10/2023 19:00,15.8,-0.2,101.69,0,4.56,0.26,0,78.7,-0.4,,2.19,0.52,161.1,-2.5,2,0,2,9020,22414,1,1,12,1,10,0
18/10/2023 20:00,16.2,0.2,101.73,0.02,5.47,0.97,0,75.9,-0.5,,2.29,-0.09,159.1,1.1,17,15,32,9022,22421,9,3,1,0,5,3
18/10/2023 21:00,17.8,0.2,101.72,0,7.83,2.89,0,72.1,-0.6,,3.26,0.54,156.3,-8,58,55,113,9025,22426,8,1,0,2,1,3
18/10/2023 22:00,19.1,0.1,101.76,0,7.42,2.21,0,68.5,-1.1,,3.42,1,147.1,13,34,36,70,9026,22432,7,5,5,0,2,5
18/10/2023 23:00,19.8,-0.7,101.76,-0.02,7.42,-0.02,0,68.1,1.8,,2.55,0.22,131.9,12.9,34,53,87,9026,22437,5,14,11,8,7,0
19/10/2023 0:00,23.2,2.3,101.72,-0.03,6.91,0.96,0,53.6,-8.3,,3.05,0.78,142.9,22.2,58,57,115,9026,22438,1,0,7,5,2,10
19/10/2023 1:00,23.3,0.5,101.65,-0.03,8.23,1.51,0,53,-2,,2.25,0.25,117.6,10,29,33,62,9026,22440,2,3,10,3,7,3
19/10/2023 2:00,22.4,-0.7,101.57,-0.02,8.43,2.45,0,56.8,1.6,,2.48,0.41,133,13,22,24,46,9026,22440,0,13,10,2,13,12
19/10/2023 3:00,23,-0.5,101.47,-0.04,5.91,1.25,0,54.3,0.5,,2.18,0.34,119.9,10.4,50,56,106,9026,22440,0,5,5,5,1,0
19/10/2023 4:00,23.3,-0.8,101.37,-0.05,4.16,0.42,0,53.6,2.1,,1.64,-0.11,83.4,7.3,36,21,57,9026,22441,1,7,12,13,4,12
19/10/2023 5:00,23.5,0.3,101.3,-0.01,5.34,1.52,0,53.2,-1.6,,1.6,0.09,73.1,18.2,24,16,40,9027,22450,10,0,3,1,0,5
19/10/2023 6:00,22.6,-0.4,101.31,0,3.08,-1.12,0,57.5,2.6,,1.4,-0.28,67.5,4.6,93,114,207,9029,22466,18,0,3,4,3,6
19/10/2023 7:00,21.8,-0.8,101.36,0.02,3.34,-0.31,0,59.5,2.2,,1.42,0.04,66,-1.6,70,48,118,9046,22482,33,0,4,0,6,0
19/10/2023 8:00,20.5,-0.1,101.4,0.01,2.53,-0.22,0,62.7,0.1,,1.19,-0.06,63.2,-2.4,38,29,67,9052,22487,11,2,6,0,1,6
19/10/2023 9:00,20,0,101.45,0,2.13,-0.75,0,66.8,0,,1.05,0.04,70.3,5,28,10,38,9052,22487,0,0,8,2,7,4
19/10/2023 10:00,20,0.2,101.51,0.01,2.13,0.42,0,69.8,-0.4,,0.85,0.02,77.7,12.2,7,0,7,9052,22487,0,3,10,8,9,8
19/10/2023 11:00,20.2,0,101.53,0,5.27,2.75,0,71.4,1.1,,1.21,0.17,91.7,10,3,0,3,9052,22487,0,6,8,14,7,6
19/10/2023 12:00,20,-0.1,101.5,-0.02,3.66,0.61,0,73,0.7,,1.2,-0.03,91.7,10.5,0,0,0,9052,22487,0,9,4,7,8,11
19/10/2023 13:00,19.6,-0.2,101.48,0,2.25,-1.34,0,77.2,1.2,,0.99,-0.34,70.3,1.5,0,0,0,9052,22487,0,4,13,11,0,5
19/10/2023 14:00,18.9,-0.6,101.43,-0.01,2.54,-0.36,0.051,77.8,0.1,,1.1,0.23,136.5,48.2,0,0,0,9052,22487,0,3,8,0,10,5
19/10/2023 15:00,16.7,-1,101.39,0,2.36,-1.16,0,89.6,1.6,,0.79,-0.37,145.5,-5.5,0,0,0,9052,22487,0,3,6,9,11,12
19/10/2023 16:00,16.1,-0.3,101.3,-0.01,3.34,0.07,0,86.2,0.7,,1.6,-0.3,169.5,4.4,0,0,0,9052,22487,0,11,14,8,13,8
19/10/2023 17:00,16.2,0,101.28,-0.02,3.02,0.54,0,87.8,0.9,,1.61,0.22,155,-9.9,0,0,0,9052,22487,0,3,2,3,1,4
